日期,收盤,開盤,最高,最低,成交量
2011/7/1,72.00 ,72.20 ,73.90 ,68.50 ,"1,027,567,656"
2011/8/1,69.40 ,72.00 ,72.80 ,62.20 ,"1,270,302,342"
2011/9/1,70.00 ,69.40 ,72.10 ,65.90 ,"1,073,997,108"
2011/10/1,73.60 ,70.00 ,74.00 ,68.10 ,"847,821,278"
2011/11/1,74.60 ,73.50 ,76.00 ,71.30 ,"883,753,804"
2011/12/1,75.80 ,75.50 ,76.80 ,72.00 ,"715,808,271"
2012/1/1,78.50 ,75.00 ,79.50 ,74.60 ,"750,142,069"
2012/2/1,81.10 ,77.50 ,81.10 ,75.60 ,"951,457,737"
2012/3/1,84.90 ,81.00 ,86.50 ,78.30 ,"817,930,316"
2012/4/1,86.80 ,84.80 ,89.80 ,81.50 ,"752,132,403"
2012/5/1,85.10 ,87.00 ,89.00 ,78.10 ,"947,974,136"
2012/6/1,81.30 ,81.70 ,81.70 ,76.10 ,"876,352,668"
2012/7/1,81.00 ,81.50 ,84.90 ,73.80 ,"1,154,227,493"
2012/8/1,83.30 ,80.10 ,83.90 ,79.20 ,"744,129,328"
2012/9/1,89.80 ,83.50 ,89.80 ,81.00 ,"744,015,493"
2012/10/1,88.70 ,89.20 ,91.30 ,84.50 ,"798,788,914"
2012/11/1,98.70 ,88.60 ,98.80 ,87.70 ,"843,673,987"
2012/12/1,97.00 ,98.30 ,99.40 ,94.60 ,"687,294,242"
2013/1/1,101.50 ,97.60 ,102.00 ,97.10 ,"770,176,271"
2013/2/1,104.50 ,101.50 ,109.50 ,100.50 ,"464,268,532"
2013/3/1,100.50 ,103.00 ,105.00 ,98.00 ,"837,823,608"
2013/4/1,109.50 ,101.00 ,109.50 ,97.50 ,"747,877,114"
2013/5/1,109.50 ,110.00 ,116.50 ,108.00 ,"629,058,507"
2013/6/1,111.00 ,108.00 ,111.00 ,100.00 ,"729,569,698"
2013/7/1,102.50 ,109.00 ,110.00 ,96.90 ,"1,069,354,143"
2013/8/1,100.50 ,102.00 ,103.00 ,92.90 ,"837,812,494"
2013/9/1,100.50 ,100.00 ,106.00 ,99.60 ,"637,827,479"
2013/10/1,109.50 ,100.50 ,111.50 ,100.50 ,"649,183,475"
2013/11/1,105.00 ,110.50 ,110.50 ,100.00 ,"616,375,166"
2013/12/1,105.50 ,105.00 ,106.00 ,101.00 ,"566,914,187"
2014/1/1,105.00 ,105.00 ,108.50 ,100.50 ,"639,684,424"
2014/2/1,108.00 ,102.00 ,108.50 ,100.50 ,"708,923,723"
2014/3/1,118.50 ,108.00 ,118.50 ,106.50 ,"947,475,730"
2014/4/1,118.50 ,119.00 ,123.00 ,116.50 ,"737,569,653"
2014/5/1,119.50 ,119.00 ,124.00 ,116.00 ,"644,308,667"
2014/6/1,126.50 ,120.00 ,127.00 ,120.00 ,"564,932,022"
2014/7/1,121.00 ,126.50 ,138.00 ,121.00 ,"1,107,191,972"
2014/8/1,124.00 ,120.00 ,126.00 ,119.00 ,"713,711,841"
2014/9/1,120.00 ,125.00 ,128.50 ,119.00 ,"573,420,856"
2014/10/1,130.50 ,120.00 ,130.50 ,118.00 ,"945,364,929"
2014/11/1,141.50 ,132.00 ,142.00 ,130.50 ,"663,413,738"
2014/12/1,141.00 ,139.00 ,142.00 ,130.00 ,"803,687,208"
2015/1/1,141.00 ,140.50 ,147.00 ,130.00 ,"1,055,454,351"
2015/2/1,150.50 ,140.50 ,154.50 ,140.50 ,"541,074,993"
2015/3/1,145.50 ,151.50 ,155.00 ,142.00 ,"1,170,613,706"
2015/4/1,147.00 ,145.00 ,153.50 ,141.50 ,"1,027,344,911"
2015/5/1,146.00 ,148.50 ,149.00 ,144.50 ,"547,191,515"
2015/6/1,140.50 ,145.50 ,147.50 ,138.00 ,"776,190,206"
2015/7/1,139.50 ,140.00 ,142.50 ,134.00 ,"750,709,967"
2015/8/1,129.00 ,138.50 ,138.50 ,112.50 ,"1,092,513,062"
2015/9/1,130.00 ,127.50 ,131.50 ,122.00 ,"692,552,450"
2015/10/1,136.50 ,131.00 ,141.00 ,129.50 ,"737,037,087"
2015/11/1,139.00 ,138.50 ,144.50 ,134.00 ,"730,276,711"
2015/12/1,143.00 ,140.50 ,145.00 ,137.50 ,"659,769,609"
2016/1/1,143.00 ,142.50 ,143.50 ,130.50 ,"856,991,639"
2016/2/1,149.00 ,144.00 ,152.50 ,141.50 ,"558,111,346"
2016/3/1,162.00 ,148.50 ,163.00 ,148.50 ,"760,245,060"
2016/4/1,150.00 ,161.00 ,162.50 ,149.00 ,"683,043,417"
2016/5/1,156.50 ,148.00 ,158.00 ,143.00 ,"848,403,673"
2016/6/1,162.50 ,156.00 ,166.00 ,154.00 ,"734,420,210"
2016/7/1,172.50 ,164.50 ,177.00 ,160.50 ,"693,505,047"
2016/8/1,176.00 ,175.00 ,179.50 ,171.50 ,"514,306,014"
2016/9/1,182.50 ,176.00 ,187.50 ,173.00 ,"628,893,515"
2016/10/1,188.50 ,186.00 ,193.00 ,184.50 ,"516,586,533"
2016/11/1,183.00 ,188.50 ,190.50 ,179.00 ,"638,282,043"
2016/12/1,181.50 ,182.00 ,187.50 ,178.00 ,"544,625,080"
2017/1/1,186.00 ,181.50 ,186.50 ,179.00 ,"529,700,846"
2017/2/1,189.00 ,188.00 ,191.00 ,183.00 ,"651,326,172"
2017/3/1,189.00 ,188.50 ,195.00 ,183.00 ,"650,623,382"
2017/4/1,194.50 ,189.50 ,194.50 ,186.50 ,"467,895,895"
2017/5/1,203.00 ,193.50 ,208.50 ,193.00 ,"650,574,671"
2017/6/1,208.50 ,205.00 ,218.50 ,204.50 ,"760,029,683"
2017/7/1,214.50 ,207.50 ,216.00 ,205.50 ,"461,581,378"
2017/8/1,216.50 ,212.50 ,219.00 ,210.00 ,"484,863,428"
2017/9/1,216.50 ,215.00 ,223.00 ,213.50 ,"503,879,315"
2017/10/1,243.00 ,219.50 ,245.00 ,218.50 ,"494,024,377"
2017/11/1,226.00 ,243.50 ,245.00 ,226.00 ,"553,669,555"
2017/12/1,229.50 ,228.50 ,234.50 ,222.50 ,"530,646,881"
2018/1/1,255.00 ,231.50 ,266.00 ,231.00 ,"747,132,098"
2018/2/1,246.00 ,257.50 ,261.00 ,228.50 ,"659,698,545"
2018/3/1,247.50 ,244.00 ,259.00 ,238.50 ,"695,015,980"
2018/4/1,227.00 ,248.50 ,249.00 ,221.00 ,"727,237,828"
2018/5/1,224.00 ,227.00 ,234.50 ,220.00 ,"661,608,936"
2018/6/1,216.50 ,224.50 ,232.00 ,210.00 ,"737,510,521"
2018/7/1,246.00 ,218.50 ,246.00 ,213.00 ,"704,885,486"
2018/8/1,256.00 ,247.00 ,268.00 ,238.00 ,"585,942,114"
2018/9/1,262.50 ,259.00 ,268.00 ,253.50 ,"767,100,384"
2018/10/1,234.00 ,262.00 ,264.00 ,217.00 ,"929,451,786"
2018/11/1,225.50 ,236.00 ,237.50 ,214.00 ,"757,457,406"
2018/12/1,225.50 ,231.00 ,235.00 ,215.00 ,"646,807,827"
2019/1/1,221.00 ,226.50 ,229.50 ,206.50 ,"744,403,635"
2019/2/1,239.00 ,228.00 ,240.00 ,226.00 ,"398,420,368"
2019/3/1,245.50 ,239.50 ,248.50 ,227.50 ,"486,084,900"
2019/4/1,259.00 ,251.00 ,270.00 ,245.00 ,"653,253,770"
2019/5/1,235.50 ,261.50 ,265.00 ,227.00 ,"903,340,933"
2019/6/1,239.00 ,235.50 ,248.50 ,229.50 ,"706,079,172"
2019/7/1,259.50 ,245.50 ,266.50 ,240.00 ,"683,857,533"
2019/8/1,259.00 ,257.50 ,259.00 ,240.00 ,"653,621,478"
2019/9/1,272.00 ,258.00 ,272.50 ,253.00 ,"594,814,567"
2019/10/1,298.50 ,273.00 ,301.50 ,273.00 ,"788,214,849"
2019/11/1,305.00 ,299.50 ,315.00 ,296.50 ,"627,432,788"
2019/12/1,331.00 ,307.00 ,345.00 ,304.00 ,"738,054,599"
2020/1/1,320.00 ,332.50 ,346.00 ,316.50 ,"723,936,416"
2020/2/1,316.00 ,315.00 ,338.00 ,312.00 ,"731,761,072"
2020/3/1,274.00 ,308.00 ,326.00 ,235.50 ,"1,906,813,004"
2020/4/1,304.50 ,276.50 ,309.00 ,270.00 ,"946,367,569"
2020/5/1,292.00 ,294.50 ,301.50 ,288.50 ,"890,720,889"
2020/6/1,313.00 ,294.00 ,327.00 ,293.50 ,"902,775,975"
2020/7/1,425.50 ,315.00 ,466.50 ,314.00 ,"1,468,403,011"
2020/8/1,426.50 ,420.50 ,453.50 ,401.00 ,"1,001,180,932"
2020/9/1,433.00 ,430.00 ,462.00 ,421.00 ,"959,918,823"
2020/10/1,432.00 ,438.00 ,465.00 ,431.50 ,"741,996,408"
2020/11/1,480.50 ,433.00 ,506.00 ,428.00 ,"1,027,361,779"
2020/12/1,530.00 ,489.50 ,530.00 ,483.50 ,"851,356,904"
2021/1/1,591.00 ,530.00 ,679.00 ,528.00 ,"1,536,622,546"
2021/2/1,606.00 ,595.00 ,668.00 ,587.00 ,"892,901,846"
2021/3/1,587.00 ,621.00 ,622.00 ,570.00 ,"1,165,012,086"
2021/4/1,600.00 ,598.00 ,619.00 ,590.00 ,"628,665,570"
2021/5/1,597.00 ,595.00 ,600.00 ,518.00 ,"922,432,701"
2021/6/1,595.00 ,598.00 ,609.00 ,578.00 ,"557,079,870"
2021/7/1,580.00 ,596.00 ,615.00 ,573.00 ,"625,629,902"
2021/8/1,614.00 ,583.00 ,614.00 ,551.00 ,"657,235,969"
2021/9/1,580.00 ,614.00 ,638.00 ,575.00 ,"605,141,861"
2021/10/1,590.00 ,579.00 ,604.00 ,560.00 ,"491,163,633"
2021/11/1,596.00 ,591.00 ,623.00 ,585.00 ,"546,612,820"
2021/12/1,615.00 ,596.00 ,620.00 ,594.00 ,"491,063,060"
2022/1/1,636.00 ,619.00 ,688.00 ,618.00 ,"984,110,328"
2022/2/1,604.00 ,644.00 ,650.00 ,600.00 ,"615,010,872"
2022/3/1,597.00 ,599.00 ,610.00 ,555.00 ,"1,072,611,290"
2022/4/1,538.00 ,585.00 ,589.00 ,523.00 ,"682,213,343"
2022/5/1,560.00 ,538.00 ,560.00 ,505.00 ,"658,580,130"
2022/6/1,476.00 ,550.00 ,555.00 ,476.00 ,"677,151,063"
2022/7/1,509.00 ,471.50 ,510.00 ,433.00 ,"776,227,390"
2022/8/1,505.00 ,506.00 ,527.00 ,488.50 ,"565,224,782"
2022/9/1,422.00 ,495.00 ,495.50 ,422.00 ,"661,649,308"
2022/10/1,390.00 ,418.50 ,451.00 ,370.00 ,"1,030,660,938"
2022/11/1,490.00 ,388.50 ,498.00 ,378.50 ,"1,052,833,025"
2022/12/1,448.50 ,506.00 ,508.00 ,442.50 ,"663,747,023"
2023/1/1,522.00 ,446.00 ,543.00 ,443.00 ,"587,061,398"
2023/2/1,511.00 ,532.00 ,546.00 ,505.00 ,"585,222,538"
2023/3/1,533.00 ,504.00 ,539.00 ,504.00 ,"577,588,001"
2023/4/1,502.00 ,530.00 ,535.00 ,489.00 ,"410,428,309"
2023/5/1,558.00 ,500.00 ,574.00 ,494.50 ,"732,697,640"
2023/6/1,576.00 ,550.00 ,594.00 ,550.00 ,"540,361,738"
2023/7/1,565.00 ,578.00 ,591.00 ,557.00 ,"460,611,696"
2023/8/1,549.00 ,565.00 ,569.00 ,534.00 ,"483,988,753"
2023/9/1,523.00 ,543.00 ,558.00 ,516.00 ,"461,116,932"
2023/10/1,529.00 ,530.00 ,556.00 ,519.00 ,"552,436,073"
2023/11/1,577.00 ,533.00 ,585.00 ,527.00 ,"581,045,322"
